playerRanking,gamesPlayed,minutesPlayed,effectiveFieldGoalPercentage,trueShootingPercentage,offensiveReboundsPercentage,defensiveReboundsPercentage,reboundsPercentage,assistsToTurnoversRatio,assistsRatio,turnoversRatio,twoPointAttemptsRatio,threePointAttemptsRatio,freeThrowsRate,possesions,player.code,player.name,player.age,player.imageUrl,player.team.code,player.team.tvCodes,player.team.name,player.team.imageUrl
162,16.0,26.269791666666666,47.9%,53%,2.8%,8.1%,5.4%,1.1,10.8%,10.1%,39.9%,28.8%,34.3%,19.1,008912,"CARRINGTON, KHADEEN",29,https://media-cdn.incrowdsports.com/930d25f3-8331-498b-99c0-6834697765c4.png,JER,JLM,Hapoel Jerusalem Basketball Club,https://media-cdn.incrowdsports.com/8058e0c5-3042-45e1-9423-f93f33c54576.png
163,15.0,20.99222222222222,66.4%,62.7%,12.2%,15.5%,13.8%,1.4,14%,9.9%,64.1%,0%,42.7%,11.4,013296,"GROSELLE, GEOFFREY",31,https://media-cdn.incrowdsports.com/bc3c08a4-f8a4-4ace-8da3-f447b4434558.png,TSO,SOP,Trefl Sopot,https://media-cdn.incrowdsports.com/9ef7b3dd-9f80-4639-964d-9db4dfe436ee.png
164,22.0,28.312121212121212,49.1%,54.4%,2.3%,9%,5.7%,2.8,29.4%,10.4%,27.2%,27.7%,21.9%,18.9,011192,"SMITH, JALEEN",30,https://media-cdn.incrowdsports.com/c1119885-59a1-4514-88da-dfc9b33b3ebc.png,BAH,BKS,Bahcesehir Koleji Istanbul,https://media-cdn.incrowdsports.com/1d3274d8-da86-4d21-9e97-6810ab88babe.png
165,14.0,24.258333333333333,52.3%,61.4%,3.3%,9.2%,6.2%,1.1,11.8%,10.9%,29.7%,33.1%,52.6%,15.1,013261,"LEMAR, BRYNTON",29,https://media-cdn.incrowdsports.com/ba15f7c4-dbe1-45be-be70-60abfff52da9.png,LJU,COL,KK Cedevita Olimpija,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png
166,18.0,24.397222222222222,55.9%,60.2%,1.4%,10.8%,6.1%,2.6,23.8%,9%,29.9%,31%,23.1%,15.4,011281,"FERRELL, YOGI",31,https://media-cdn.incrowdsports.com/79848719-23d6-45a2-9968-0e3ac8502b64.png,BUD,BUD,KK Buducnost,https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png
167,14.0,24.351190476190478,51.3%,57.4%,3.6%,16.1%,10.1%,2.4,28.9%,12.2%,22.1%,30.7%,26.5%,15.8,001927,"BEVERLEY, PATRICK",36,https://media-cdn.incrowdsports.com/a3e7f9e7-684d-4c5b-9afd-ce01ba8f190c.png,HTA,HTA,Hapoel Tel Aviv,https://media-cdn.incrowdsports.com/cbb1c3ad-03d5-426a-b5ef-2832a4eee484.png
168,20.0,16.621666666666666,58.8%,67.8%,7.3%,17.2%,12.4%,1.6,15.6%,9.7%,32.1%,26.3%,63.3%,10.3,005356,"LOPEZ-AROSTEGUI, XABI",27,https://media-cdn.incrowdsports.com/8d108cea-6042-4ca0-b952-d7885a06a3f3.png,PAM,VBC,Valencia Basket,https://media-cdn.incrowdsports.com/efd12730-f2ea-4830-9caa-7f2f676079c2.png
169,18.0,30.45925925925926,56.8%,58.9%,3.3%,13.6%,8.1%,2.3,21.3%,9.4%,27.2%,37%,17.9%,15.9,013290,"JESSUP, JUSTINIAN",26,https://media-cdn.incrowdsports.com/bc7bc65d-542f-4ee7-8ef0-ba499c700aae.png,ULM,ULM,ratiopharm Ulm,https://media-cdn.incrowdsports.com/497dc717-214d-4c03-8c67-0c4870278aa0.png
170,19.0,23.913157894736845,57.2%,61.3%,9.5%,22.9%,16.1%,1.1,16.2%,15%,59%,1.2%,32.4%,12.7,008325,"KAMENJAS, KENAN",24,https://media-cdn.incrowdsports.com/3f329c72-567b-4e6f-8a12-6365d2a4b348.png,BUD,BUD,KK Buducnost,https://media-cdn.incrowdsports.com/47161285-94b3-4266-9d23-b722e8600945.png
171,19.0,18.37543859649123,75.7%,73%,10.9%,25%,18.2%,1.2,13.3%,11%,63.1%,1.2%,40.5%,9.1,006618,"STEPHENS, DE'SHAWN",35,https://media-cdn.incrowdsports.com/bd105876-ac13-4847-9aa7-a81c0ce97024.png,CLU,UBT,U-BT Cluj-Napoca,https://media-cdn.incrowdsports.com/ae3e2844-0615-41bb-a788-a4f0d54b8d5e.png
172,16.0,25.467708333333334,53.6%,57.1%,3.5%,8.9%,6.3%,1.8,21%,11.9%,43.1%,15.4%,33.5%,17.9,013285,"DOTSON, DEVON DURRELL",25,https://media-cdn.incrowdsports.com/1d67279a-713c-4df4-83bd-e0f3c9ee2d5b.png,JOV,CJB,Club Joventut Badalona,https://media-cdn.incrowdsports.com/4867b9ca-abc6-48fd-a47f-011904a74bf8.png
173,20.0,27.8525,51%,55.1%,5%,17.5%,11.3%,1.0,9.3%,9.6%,60.6%,11.1%,29.7%,16.7,012042,"ROBINSON, DEVIN",29,https://media-cdn.incrowdsports.com/02ab1a96-d41d-4801-a1ab-78eccc7a86b9.png,LJU,COL,KK Cedevita Olimpija,https://media-cdn.incrowdsports.com/73b33d13-570e-4e49-a9cb-fe806831eaa7.png
174,22.0,26.470454545454547,61.2%,67.2%,10.8%,12.4%,11.6%,0.6,6.7%,11.4%,62.1%,0.8%,68.8%,11.6,011823,"ODIASE, TAI",29,https://media-cdn.incrowdsports.com/e97b5a09-3c83-4c09-8a48-f29714d5427f.png,BAH,BKS,Bahcesehir Koleji Istanbul,https://media-cdn.incrowdsports.com/1d3274d8-da86-4d21-9e97-6810ab88babe.png
175,17.0,22.434313725490195,47.4%,54.6%,5.4%,8.4%,6.9%,2.6,27.3%,10.6%,24.8%,27.6%,42.2%,19.4,010042,"MONTERO, JEAN",21,https://media-cdn.incrowdsports.com/7c6cd4ad-8c53-4c21-82da-d894fbffa367.png,PAM,VBC,Valencia Basket,https://media-cdn.incrowdsports.com/efd12730-f2ea-4830-9caa-7f2f676079c2.png
176,18.0,24.875925925925927,64.2%,68.7%,1%,6.1%,3.5%,1.9,17.2%,8.9%,34.1%,31.3%,29.5%,16.1,013270,"FORD, JORDAN",26,https://media-cdn.incrowdsports.com/ab69c5eb-a3d8-475b-84ea-2952eb0e8a65.png,TRN,TRE,Dolomiti Energia Trento,https://media-cdn.incrowdsports.com/00c5cc07-732c-43c3-9d6e-5440594a25f8.png
177,18.0,23.743518518518517,60%,66%,5.8%,21.5%,13.2%,1.1,9.7%,8.7%,44%,16.4%,80%,11.5,011391,"ESSENGUE, NOA",18,https://media-cdn.incrowdsports.com/ad022789-3ef5-4004-9227-33b79fb3cc44.png,ULM,ULM,ratiopharm Ulm,https://media-cdn.incrowdsports.com/497dc717-214d-4c03-8c67-0c4870278aa0.png
178,20.0,33.075833333333335,58.4%,61.5%,2.2%,11.3%,7.1%,1.3,15%,11.7%,36.6%,30%,23.3%,19.7,009025,"BROWN, ANTHONY",32,https://media-cdn.incrowdsports.com/19a24ab9-4b29-46a0-83f8-688bbc50496c.png,TTK,TTA,Turk Telekom Ankara,https://media-cdn.incrowdsports.com/4ba35608-54ca-4800-a59c-f2571e6f8e13.png
179,13.0,28.764102564102565,55.2%,61.8%,2.8%,10.6%,6.9%,1.9,25.6%,13.6%,36.7%,16.2%,33.9%,18.0,008858,"ENNIS, TYLER",30,https://media-cdn.incrowdsports.com/bb19d932-8afb-4142-a7ce-798929ba4173.png,VNC,URV,Umana Reyer Venice,https://media-cdn.incrowdsports.com/104f5074-9f23-47da-a21f-f2078db8244c.png
180,19.0,29.227192982456142,62%,65.5%,10%,15.1%,12.7%,1.0,11.8%,11.8%,56.6%,3.9%,60.2%,9.4,011973,"ALEXANDER, KYLE",28,https://media-cdn.incrowdsports.com/6240f898-2a12-4ae8-b1f4-e546c2c9e90c.png,TTK,TTA,Turk Telekom Ankara,https://media-cdn.incrowdsports.com/4ba35608-54ca-4800-a59c-f2571e6f8e13.png
181,16.0,23.610416666666666,67.6%,68.8%,10.9%,21.4%,16%,1.1,15.1%,13.3%,60.9%,0%,40%,10.8,013313,"KUATH, KUR",26,https://media-cdn.incrowdsports.com/cf613784-87cc-4bf1-83e4-da8b30cb6238.png,HAM,HAM,Hamburg Towers,https://media-cdn.incrowdsports.com/5ef8be01-ad71-42c2-aa02-d5c7a9495258.png
182,17.0,21.809803921568626,56.8%,59.6%,8.8%,24.7%,17%,2.5,21.5%,8.7%,57.4%,0%,49.6%,14.3,002507,"TOMIC, ANTE",37,https://media-cdn.incrowdsports.com/2667174b-7474-4889-8212-fc2acb612c1b.png,JOV,CJB,Club Joventut Badalona,https://media-cdn.incrowdsports.com/4867b9ca-abc6-48fd-a47f-011904a74bf8.png
183,15.0,26.17888888888889,67.4%,74.3%,3%,8.4%,5.9%,2.2,27.5%,12.7%,28.8%,19.7%,52.5%,16.2,011052,"MADAR, YAM",24,https://media-cdn.cortextech.io/126d85f2-b7cf-4c51-bbe7-bbb8fde2bf9f.png,HTA,HTA,Hapoel Tel Aviv,https://media-cdn.incrowdsports.com/cbb1c3ad-03d5-426a-b5ef-2832a4eee484.png
184,20.0,25.824166666666667,60.1%,64%,7.5%,14.5%,11.2%,1.0,13.8%,14.1%,55.2%,1.9%,59.4%,18.1,011157,"MOTLEY, JOHNATHAN",29,https://media-cdn.incrowdsports.com/7018bc3a-7915-4c0a-aca8-63baa0264e46.png,HTA,HTA,Hapoel Tel Aviv,https://media-cdn.incrowdsports.com/cbb1c3ad-03d5-426a-b5ef-2832a4eee484.png
185,19.0,30.96666666666667,51.3%,61.9%,1.2%,7.1%,4.2%,2.1,27.2%,12.9%,18.2%,28.7%,63.3%,22.0,012003,"COWAN JR, ANTHONY",27,https://media-cdn.incrowdsports.com/4c959f62-fd8e-4002-98cc-4a3d2fb7587b.png,WOL,WLV,BC Wolves Vilnius,https://media-cdn.incrowdsports.com/bab91c74-fc2e-4176-9db5-06f40e0e6759.png
186,20.0,30.499166666666667,53%,59.8%,3.8%,10.3%,7.2%,2.0,29.7%,14.6%,36.4%,10.5%,43%,26.8,013302,"SIMPSON, ZAVIER",27,https://media-cdn.incrowdsports.com/bf9679f2-1088-497d-a676-1c8e1b5a14d4.png,CLU,UBT,U-BT Cluj-Napoca,https://media-cdn.incrowdsports.com/ae3e2844-0615-41bb-a788-a4f0d54b8d5e.png
187,18.0,26.107407407407408,65.2%,68.3%,15.1%,26%,20.7%,1.2,10.7%,8.7%,56.6%,8.3%,54.9%,14.0,012796,"KABENGELE, MFIONDU",27,https://media-cdn.incrowdsports.com/71df5c61-9333-4bd9-87c2-ffe45c876855.png,VNC,URV,Umana Reyer Venice,https://media-cdn.incrowdsports.com/104f5074-9f23-47da-a21f-f2078db8244c.png
188,18.0,30.493518518518517,53.4%,66.4%,1%,8.1%,4.5%,2.2,22.3%,10.1%,28%,20.4%,90%,25.4,011970,"HARPER, JARED",27,https://media-cdn.incrowdsports.com/8d5ed5cf-154c-4dbb-924e-d56d7a62cbdc.png,JER,JLM,Hapoel Jerusalem Basketball Club,https://media-cdn.incrowdsports.com/8058e0c5-3042-45e1-9423-f93f33c54576.png
