playerRanking,gamesPlayed,gamesStarted,minutesPlayed,pointsScored,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,totalRebounds,assists,steals,turnovers,blocks,blocksAgainst,foulsCommited,foulsDrawn,pir,player.code,player.name,player.age,player.imageUrl,player.team.code,player.team.tvCodes,player.team.name,player.team.imageUrl
47,89.0,16.0,14.969101123595506,4.0,0.8,1.5,52.6%,0.6,1.8,34.4%,0.6,0.8,72.9%,0.8,2.2,3.0,1.0,0.4,0.4,0.5,0.1,1.2,1.1,6.1,002084,"POLONARA, ACHILLE",33,https://media-cdn.incrowdsports.com/1cbaecd9-0811-4c56-b6db-96ca70ea1141.png,IST;ZAL;VIR,EFS;ZAL;VIR,Anadolu Efes Istanbul;Zalgiris Kaunas;Virtus Bologna,https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png
48,53.0,26.0,16.68553459119497,6.1,1.2,2.7,44.1%,0.9,2.8,34.2%,0.8,1.4,60.8%,0.4,2.0,2.4,2.0,0.8,1.1,0.2,0.1,2.1,1.9,6.1,005099,"HANGA, ADAM",34,https://media-cdn.incrowdsports.com/f9dd2a24-1b86-4538-aca2-c93136cf6f50.png,MAD;RED,RMB;CZV,Real Madrid;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
49,115.0,85.0,20.078840579710146,9.1,1.1,2.3,47.8%,1.9,4.8,40%,1.2,1.4,84.3%,0.3,1.0,1.2,1.2,0.7,1.0,0.1,0.2,2.0,1.3,6.2,010612,"CANAAN, ISAIAH",33,https://media-cdn.incrowdsports.com/fdbe31b3-5c83-4daf-93b7-36ee2ada05d0.png,OLY;RED,OLY;CZV,Olympiacos Piraeus;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
50,68.0,7.0,16.20122549019608,8.0,1.7,3.3,51.6%,1.3,3.1,41.1%,0.7,0.9,78.3%,0.3,0.9,1.2,1.9,0.3,1.1,0.1,0.2,1.8,1.4,6.2,009992,"BRIZUELA, DARIO",30,https://media-cdn.incrowdsports.com/ff80e53b-0a60-416b-aa0a-3435c3ddb3d1.png,BAR,BAR,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png
51,80.0,15.0,18.216041666666666,8.0,1.2,2.4,50%,1.6,3.6,45.5%,0.7,0.8,84.6%,0.6,1.8,2.4,1.0,0.4,0.9,0.1,0.2,2.2,0.9,6.2,006961,"BIBEROVIC, TARIK",23,https://media-cdn.incrowdsports.com/bcefd4a2-4919-486a-a06a-44e5ac6efdf5.png,ULK,FBB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
52,99.0,50.0,16.38922558922559,4.3,1.8,2.8,63.7%,0.0,0.1,15.4%,0.7,1.2,62.1%,1.5,1.8,3.3,0.8,0.7,0.6,0.6,0.1,2.4,1.3,6.3,003048,"DUNSTON, BRYANT",38,https://media-cdn.incrowdsports.com/c611afbb-f77f-4214-81fc-f08a742cd326.png,IST;VIR;ZAL,EFS;VIR;ZAL,Anadolu Efes Istanbul;Virtus Bologna;Zalgiris Kaunas,https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
53,64.0,39.0,14.8578125,6.4,2.0,3.5,55.5%,0.7,1.8,37.2%,0.5,0.5,90.6%,1.0,1.8,2.9,0.5,0.3,0.6,0.4,0.1,1.3,0.6,6.3,LHK,"PLEISS, TIBOR",35,https://media-cdn.incrowdsports.com/34479264-00b5-47ff-bcea-6f3aed97303e.png,IST;PAN,EFS;PAO,Anadolu Efes Istanbul;Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
54,90.0,31.0,13.87611111111111,6.3,1.8,2.7,64.9%,0.6,1.5,40.9%,1.0,1.4,70.3%,1.1,1.3,2.4,0.5,0.5,0.7,0.5,0.2,2.3,1.6,6.3,011051,"SMAILAGIC, ALEN",24,https://media-cdn.incrowdsports.com/4df94e70-a8c3-4448-8474-6f63d77d7517.png,PAR;ZAL,PAR;ZAL,Partizan Mozzart Bet Belgrade;Zalgiris Kaunas,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
55,86.0,35.0,18.183139534883722,10.3,1.4,3.2,44.6%,1.9,5.2,36.8%,1.7,2.0,86.9%,0.1,1.0,1.2,1.3,0.4,0.9,0.0,0.2,1.7,1.3,6.4,BCN,"BELINELLI, MARCO",38,https://media-cdn.incrowdsports.com/95f413de-ce11-4fe1-916a-3984551ceba7.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png
56,91.0,51.0,17.46923076923077,8.1,2.5,5.1,48.3%,0.6,2.3,27.3%,1.4,1.7,81.7%,0.7,1.9,2.6,1.1,0.3,0.9,0.1,0.4,1.5,1.6,6.5,011983,"BRAZDEIKIS, IGNAS",25,https://media-cdn.incrowdsports.com/a42240f4-090a-4427-8daf-ffc7e3006afb.png,OLY;ZAL,OLY;ZAL,Olympiacos Piraeus;Zalgiris Kaunas,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png;https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
57,78.0,24.0,17.476282051282052,7.9,2.0,3.3,60.5%,0.9,3.4,25%,1.3,1.7,76.9%,0.6,1.3,1.9,0.7,0.9,1.0,0.3,0.2,1.3,1.6,6.5,008384,"PROCIDA, GABRIELE",22,https://media-cdn.incrowdsports.com/7b39212c-57ba-48ee-b313-18b473fcf736.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
58,83.0,34.0,21.326506024096386,9.4,0.6,1.3,44.2%,2.6,6.3,41.2%,0.5,0.7,81.8%,0.3,1.5,1.8,1.2,0.5,1.0,0.0,0.2,1.8,1.1,6.6,004508,"OBST, ANDREAS",28,https://media-cdn.incrowdsports.com/0c5a2349-762c-406c-9bb0-c7ef1a0dbe47.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
59,53.0,13.0,17.175786163522012,5.2,0.9,1.6,54.1%,1.0,2.4,40.8%,0.6,0.7,79.5%,0.9,2.2,3.1,0.6,0.5,0.5,0.3,0.1,1.1,1.0,6.7,009664,"WILLIS, DEREK",29,https://media-cdn.incrowdsports.com/0b9cdea0-6e57-4257-bcb5-232e9704e702.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png
60,117.0,57.0,20.39273504273504,6.5,2.1,3.4,61.2%,0.6,2.0,27.3%,0.7,1.2,61.5%,1.1,2.3,3.4,0.3,0.4,0.4,0.2,0.1,2.0,1.6,6.7,011231,"BLOSSOMGAME, JARON",31,https://media-cdn.incrowdsports.com/8e6679e0-e62b-4838-bfa7-11bae0ac5ebb.png,MCO,ASM,AS Monaco,https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
61,92.0,34.0,21.95905797101449,4.9,0.9,1.7,54.8%,0.6,1.9,33.3%,1.2,1.4,80.5%,0.9,2.7,3.6,1.3,1.0,1.0,0.2,0.2,2.6,1.8,6.7,002676,"BUTKEVICIUS, ARNAS",32,https://media-cdn.incrowdsports.com/b080f644-df17-416a-b647-cb2fae3f3fd1.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
62,71.0,25.0,18.330751173708922,7.0,1.2,2.1,57.2%,1.3,3.6,36%,0.7,1.0,71.2%,0.9,2.7,3.6,0.5,0.7,0.5,0.3,0.2,2.3,1.1,6.7,011971,"WEBB III, JAMES",30,https://media-cdn.incrowdsports.com/5db88293-4b27-4ff9-883f-ef8cc7bae695.png,PAM;TEL,VBC;MTA,Valencia Basket;Maccabi Rapyd Tel Aviv,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
63,56.0,13.0,17.716369047619047,5.9,1.4,2.7,49.7%,0.6,2.0,31.9%,1.2,1.4,86.2%,0.9,2.3,3.2,1.2,0.6,1.3,0.0,0.3,1.6,2.2,7.0,005356,"LOPEZ-AROSTEGUI, XABI",26,https://media-cdn.incrowdsports.com/8d108cea-6042-4ca0-b952-d7885a06a3f3.png,PAM,VBC,Valencia Basket,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png
64,92.0,57.0,22.957246376811593,9.4,1.4,2.7,52%,1.8,4.7,39.2%,1.1,1.5,78.4%,0.5,1.4,1.9,1.3,0.4,0.8,0.0,0.3,2.2,1.5,7.1,004761,"MARINKOVIC, VANJA",27,https://media-cdn.incrowdsports.com/fd848082-f689-47f0-a578-a53d63a6fd1b.png,BAS;PAR,BKN;PAR,Baskonia Vitoria-Gasteiz;Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
65,47.0,13.0,16.365248226950353,8.3,2.3,3.7,61.5%,1.0,3.1,31%,0.9,1.2,75%,0.3,1.5,1.8,1.7,0.7,1.1,0.2,0.1,2.0,1.5,7.1,003983,"AVRAMOVIC, ALEKSA",29,https://media-cdn.incrowdsports.com/d33d5bc0-cc7d-44e1-8e33-16841e9c34d7.png,PAR,PAR,Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
66,105.0,37.0,13.736031746031745,6.0,2.5,3.9,63.9%,0.0,0.0,0%,1.0,1.6,64.8%,1.2,2.0,3.2,0.4,0.2,0.7,0.4,0.2,1.8,1.6,7.1,005504,"BIRUTIS, LAURYNAS",27,https://media-cdn.incrowdsports.com/b3a77237-9548-4094-8536-a910283e5184.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png
67,94.0,81.0,22.13936170212766,5.4,2.2,4.5,47.8%,0.0,0.1,25%,0.9,1.4,70.1%,1.9,1.5,3.4,1.1,1.1,0.7,0.1,0.1,2.2,2.0,7.1,010588,"BROWN III, JOHN",32,https://media-cdn.incrowdsports.com/39deb3d3-4f63-4841-bc63-594dc5139b92.png,MCO;RED,ASM;CZV,AS Monaco;Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png;https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
68,95.0,69.0,20.563333333333333,5.7,1.1,2.2,50%,0.8,2.0,38.8%,1.2,1.5,78.9%,0.4,2.1,2.4,2.8,0.6,1.4,0.0,0.2,2.4,2.4,7.3,001844,"HACKETT, DANIEL",37,https://media-cdn.incrowdsports.com/f5d3ffc5-6ed4-43a7-9c66-674c0ac86187.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png
69,90.0,39.0,18.940740740740743,7.6,1.2,2.4,47.3%,1.4,3.8,36.2%,1.1,1.3,86.6%,0.3,1.5,1.8,2.7,0.9,1.5,0.1,0.3,1.6,1.4,7.3,007947,"VILDOZA, LUCA",29,https://media-cdn.incrowdsports.com/dad5b538-3cf2-44ca-992a-b79ed24f4918.png,RED;PAN;OLY,CZV;PAO;OLY,Crvena Zvezda Meridianbet Belgrade;Panathinaikos AKTOR Athens;Olympiacos Piraeus,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png;https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
70,62.0,8.0,16.260215053763442,8.0,1.2,2.3,50.7%,1.6,3.5,46.4%,0.8,1.0,79.7%,0.9,1.9,2.9,0.7,0.5,0.5,0.1,0.3,1.5,0.8,7.4,011085,"ROGKAVOPOULOS, NIKOLAOS",23,https://media-cdn.incrowdsports.com/ea3e07f1-6e57-4af7-9b3c-cdefa3123e4d.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
71,81.0,47.0,18.325102880658434,5.5,1.3,2.5,50.5%,0.8,1.9,39.9%,0.7,0.9,78.6%,1.1,2.2,3.3,1.1,0.4,0.6,0.2,0.1,1.0,1.3,7.5,010560,"PIERRE, DYSHAWN",31,https://media-cdn.incrowdsports.com/7f04a6d9-d458-47c5-a453-b089904b8992.png,ULK,FBB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
72,52.0,31.0,20.620512820512822,8.5,2.8,6.4,44.1%,0.4,1.6,24.4%,1.7,2.0,82.9%,0.5,1.7,2.1,3.6,0.4,2.3,0.0,0.4,1.6,2.4,7.5,008173,"SPAGNOLO, MATTEO",21,https://media-cdn.incrowdsports.com/f0795f25-b925-43fa-b39f-96960ac8f71e.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
73,111.0,7.0,16.865015015015015,8.0,1.9,2.9,63.9%,0.9,2.8,32.4%,1.5,2.3,68%,0.5,1.2,1.7,1.4,0.8,0.9,0.0,0.2,1.3,1.9,7.7,007853,"MCKISSIC, SHAQUIELLE",34,https://media-cdn.incrowdsports.com/0c13355b-b760-4c81-87d1-0c612cf8aa8a.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
74,89.0,46.0,14.310674157303373,6.7,2.8,4.6,61.4%,0.0,0.0,0%,1.0,1.8,57.4%,1.4,2.3,3.8,0.5,0.4,1.1,0.2,0.2,1.8,1.8,7.8,002581,"JAITEH, MAM",30,https://media-cdn.incrowdsports.com/81504ec9-fd6b-4124-afbf-bed470352312.png,VIR;MCO,VIR;ASM,Virtus Bologna;AS Monaco,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png;https://media-cdn.incrowdsports.com/89ed276a-2ba3-413f-8ea2-b3be209ca129.png
75,91.0,63.0,21.715201465201464,6.6,1.3,2.7,48.6%,0.9,2.5,35.8%,1.3,1.5,84.3%,1.5,2.7,4.2,1.1,0.7,1.0,0.3,0.2,2.4,1.7,7.9,006760,"BONGA, ISAAC",25,https://media-cdn.incrowdsports.com/974496ef-0137-405c-9ad9-37ef0d4e724a.png,MUN;PAR,BAY;PAR,FC Bayern Munich;Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
76,93.0,43.0,20.601612903225806,8.4,2.3,4.8,49.1%,0.8,2.0,38.9%,1.4,1.7,80.1%,0.2,1.7,2.0,2.9,0.8,1.5,0.0,0.3,2.4,1.9,7.9,007982,"WILLIAMS-GOSS, NIGEL",30,https://media-cdn.incrowdsports.com/cbd6634e-86be-46e4-8eef-b00c58be9e52.png,MAD;OLY,RMB;OLY,Real Madrid;Olympiacos Piraeus,https://media-cdn.incrowdsports.com/1a3e1404-4f6f-4ede-9d8b-30eee7cb51b4.png;https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
77,53.0,7.0,17.260377358490565,9.6,1.5,3.3,46.6%,1.2,3.8,30%,3.0,3.6,83.3%,0.1,0.7,0.8,2.8,0.5,1.5,0.0,0.3,2.0,3.2,7.9,011970,"HARPER, JARED",26,https://media-cdn.incrowdsports.com/8d5ed5cf-154c-4dbb-924e-d56d7a62cbdc.png,PAM,VBC,Valencia Basket,https://media-cdn.cortextech.io/d88f3c71-1519-4b19-8cfb-99e26a4c008e.png
78,58.0,22.0,20.30057471264368,7.7,2.4,4.8,50.7%,0.6,1.9,31.5%,1.1,1.5,73.9%,1.2,2.9,4.0,0.7,0.6,1.3,0.7,0.2,1.8,1.7,8.0,008847,"MICKEY, JORDAN",29,https://media-cdn.incrowdsports.com/175bee47-c3c4-4356-9758-3cbd94c48871.png,VIR,VIR,Virtus Bologna,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png
79,72.0,45.0,21.421296296296294,8.4,1.2,2.2,53.8%,1.5,3.6,41.8%,1.5,1.8,86.6%,0.3,1.8,2.1,1.4,0.5,1.0,0.0,0.1,2.3,2.3,8.0,002328,"GRIGONIS, MARIUS",30,https://media-cdn.incrowdsports.com/9b6b4d6f-597a-46b9-8584-31e83966f077.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png
80,109.0,81.0,18.86376146788991,5.8,2.3,4.1,56.1%,0.0,0.0,50%,1.1,1.5,75.9%,1.9,2.4,4.3,0.5,0.8,0.9,0.8,0.3,2.3,1.5,8.1,010390,"HAYES, KEVARRIUS",27,https://media-cdn.incrowdsports.com/6bc5bce4-f522-4167-8419-8c5d2d1694d2.png,ZAL;PRS,ZAL;PBB,Zalgiris Kaunas;Paris Basketball,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/a033e5b3-0de7-48a3-98d9-d9a4b9df1f39.png
81,90.0,37.0,21.346111111111114,8.5,1.8,3.6,50%,1.2,3.6,32.8%,1.4,1.8,79.2%,0.4,1.8,2.2,2.3,0.7,1.2,0.0,0.2,1.6,2.0,8.1,010781,"LUNDBERG, IFFE",30,https://media-cdn.incrowdsports.com/a2cbf152-7faf-4ce6-b102-ec7cdf64d7b6.png,VIR;PAR,VIR;PAR,Virtus Bologna;Partizan Mozzart Bet Belgrade,https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
82,53.0,20.0,19.654402515723273,5.5,1.3,2.7,47.2%,0.4,1.2,32.8%,1.8,2.2,80.9%,1.2,2.5,3.7,1.6,0.8,1.3,0.1,0.2,1.8,2.4,8.1,004172,"PONITKA, MATEUSZ",30,https://media-cdn.incrowdsports.com/ff57c5a3-cbb1-4453-947e-8e843f9faea1.png,PAN;PAR,PAO;PAR,Panathinaikos AKTOR Athens;Partizan Mozzart Bet Belgrade,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png;https://media-cdn.incrowdsports.com/2681304e-77dd-4331-88b1-683078c0fb49.png
83,86.0,32.0,17.64108527131783,8.5,3.3,6.1,54.3%,0.1,0.4,33.3%,1.5,2.2,67.5%,1.3,2.2,3.6,1.0,0.6,1.3,0.3,0.7,2.2,2.1,8.1,011934,"WETZELL, YANNI",28,https://media-cdn.incrowdsports.com/d30b67da-dc86-45f4-969f-ecb23a50e0ef.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
84,63.0,17.0,17.82857142857143,7.3,1.3,3.0,42.3%,1.1,2.8,39.7%,1.4,1.8,81.1%,0.3,1.5,1.7,3.5,0.5,1.5,0.0,0.3,1.6,2.2,8.2,012044,"DOS SANTOS, YAGO",25,https://media-cdn.incrowdsports.com/6d744023-a776-440a-b713-1d6eea2f9637.png,RED,CZV,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png
85,78.0,56.0,25.039957264957263,10.9,2.8,5.6,48.9%,1.2,3.4,35%,1.8,2.2,83.3%,0.7,2.4,3.1,1.8,0.8,2.1,0.1,0.4,2.7,2.2,8.3,012080,"LUWAWU-CABARROT, TIMOTHE",29,https://media-cdn.incrowdsports.com/ed294dca-7919-4472-aedc-1de0467335ca.png,MIL;ASV;BAS,EA7;ASV;BKN,EA7 Emporio Armani Milan;LDLC ASVEL Villeurbanne;Baskonia Vitoria-Gasteiz,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/e33c6d1a-95ca-4dbc-b8cb-0201812104cc.png;https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
86,100.0,65.0,20.096166666666665,6.2,1.5,2.6,58.8%,0.9,2.7,32.2%,0.5,0.8,65.1%,1.1,3.4,4.5,2.0,0.4,1.2,0.3,0.1,1.5,1.0,8.5,007201,"VOIGTMANN, JOHANNES",32,https://media-cdn.incrowdsports.com/9b05546b-aec0-4af0-b213-2f9db3d250fc.png,MIL;MUN,EA7;BAY,EA7 Emporio Armani Milan;FC Bayern Munich,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png
87,89.0,49.0,25.529026217228466,7.9,1.7,3.4,49.5%,1.1,3.0,36.7%,1.3,1.5,83.6%,0.6,2.0,2.5,2.6,0.8,1.3,0.1,0.2,2.0,2.0,8.5,011205,"HALL, DEVON",29,https://media-cdn.incrowdsports.com/fd68fd6d-fa27-4c04-8b1b-f5347105fcba.png,MIL;ULK,EA7;FBB,EA7 Emporio Armani Milan;Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png;https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png
88,67.0,47.0,21.12139303482587,7.5,1.9,3.0,62.8%,0.9,2.6,33.5%,1.1,1.4,79.2%,1.1,2.5,3.5,1.2,0.6,0.9,0.4,0.3,2.2,1.9,8.6,006919,"OLINDE, LOUIS",26,https://media-cdn.incrowdsports.com/0ca648b2-adaa-4385-94c5-57a9fcf141ce.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
89,86.0,41.0,15.423837209302325,6.8,2.9,4.4,66.7%,0.0,0.0,0%,1.0,1.6,63%,1.5,1.9,3.4,0.6,0.3,0.7,0.4,0.3,1.4,1.5,8.6,004554,"ZIZIC, ANTE",27,https://media-cdn.incrowdsports.com/ba96c7c1-38ad-4579-ae05-f40d7530399d.png,IST;VIR,EFS;VIR,Anadolu Efes Istanbul;Virtus Bologna,https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png;https://media-cdn.cortextech.io/1362801d-dd09-4fd0-932d-ead56063ab77.png
90,114.0,100.0,23.06213450292398,7.0,1.2,2.1,59.7%,1.2,3.2,37.9%,0.8,1.2,69.2%,0.7,2.7,3.4,2.2,0.7,1.1,0.2,0.1,1.7,1.3,8.6,001255,"PAPANIKOLAOU, KOSTAS",34,https://media-cdn.incrowdsports.com/4077edcc-1632-460c-8bef-384c3c2a06d8.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png
91,64.0,31.0,15.201041666666667,5.7,2.4,3.7,65.8%,0.0,0.0,0%,0.8,1.4,59.3%,1.8,3.0,4.8,0.3,0.3,0.9,1.0,0.2,2.0,1.4,8.6,010791,"KOUMADJE, KHALIFA",28,https://media-cdn.incrowdsports.com/6c449e73-6d7f-446a-963f-8fa230763dc5.png,BER,BER,ALBA Berlin,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png
92,94.0,37.0,20.65921985815603,7.8,0.5,1.2,41.6%,1.9,5.2,36.9%,1.0,1.1,91.2%,0.2,1.4,1.6,5.3,0.4,2.2,0.0,0.1,1.2,1.2,8.7,011193,"BLATT, TAMIR",27,https://media-cdn.incrowdsports.com/cba0b06c-87ec-47ed-ad88-bf274bdb7477.png,BER;TEL,BER;MTA,ALBA Berlin;Maccabi Rapyd Tel Aviv,https://media-cdn.incrowdsports.com/ccc34858-22b0-47dc-904c-9940b0a16ff3.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
93,103.0,26.0,17.66990291262136,7.3,2.3,4.4,51.9%,0.5,1.5,35.5%,1.2,1.5,79.5%,0.5,1.7,2.2,3.2,0.5,1.5,0.0,0.2,1.4,1.9,8.7,007519,"JOKUBAITIS, ROKAS",24,https://media-cdn.incrowdsports.com/14dcf6c1-2b5d-40fe-98d5-d6a38a8b9ba2.png,BAR;TEL,BAR;MTA,FC Barcelona;Maccabi Rapyd Tel Aviv,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png;https://media-cdn.incrowdsports.com/5c55ef14-29df-4328-bd52-a7a64c432350.png
94,107.0,64.0,21.34127725856698,8.9,2.2,3.5,62%,1.1,2.9,38.1%,1.2,1.4,81.8%,1.1,2.7,3.7,1.1,0.4,1.2,0.1,0.2,2.6,1.9,8.7,007109,"SMITS, ROLANDS",29,https://media-cdn.incrowdsports.com/861b638a-0350-4068-a843-18d57635236a.png,ZAL;IST,ZAL;EFS,Zalgiris Kaunas;Anadolu Efes Istanbul,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png;https://media-cdn.incrowdsports.com/8ea8cec7-d8f7-45f4-a956-d976b5867610.png
95,104.0,52.0,22.024519230769233,15.5,2.1,4.5,46.8%,3.0,8.1,37.3%,2.2,2.6,85.6%,0.3,1.0,1.3,1.4,0.5,1.6,0.0,0.6,2.5,2.6,8.7,011948,"HOWARD, MARKUS",25,https://media-cdn.incrowdsports.com/dac08765-8984-4e9b-85ce-92f3670ce151.png,BAS,BKN,Baskonia Vitoria-Gasteiz,https://media-cdn.incrowdsports.com/e324a6af-2a72-443e-9813-8bf2d364ddab.png
